Epoch,MSE
1,0.05781172896640443
2,0.027715445343164957
3,0.026287295548646332
4,0.024832194975656658
5,0.023716096081682618
6,0.022572680427684417
7,0.021303529623233078
8,0.01991789486284882
9,0.01847906990734077
10,0.01706810990666471
11,0.01575755060510752
12,0.014583131268977204
13,0.013539831558154384
14,0.012603491628783716
15,0.011750492810231578
16,0.010961341357664299
17,0.010220208830616301
18,0.009514996299405297
19,0.008838747663315312
20,0.008191110030593711
21,0.00757889059450838
22,0.007012997015105034
23,0.006502189974275535
24,0.006047409364563974
25,0.005642427322973905
26,0.005278849027519406
27,0.004949083667084363
28,0.0046465460520778365
29,0.004365383481207363
30,0.004100894146155509
31,0.003850405398927576
32,0.00361424757499258
33,0.003394704630773487
34,0.0031931267405316747
35,0.0030085177147294835
36,0.002838669152382936
37,0.0026814611784949966
38,0.0025351121649354654
39,0.0023979598480490666
40,0.0022684562136331484
41,0.002145590895052897
42,0.0020293956311002006
43,0.0019208634186593247
44,0.001820941881607019
45,0.0017297305195706867
46,0.0016467679303448241
47,0.0015712082371797946
48,0.001501597223213402
49,0.0014358207941870765
50,0.0013720011027112233
51,0.0013100148289505007
52,0.001251685502097404
53,0.0011987700796175038
54,0.0011514571476554118
55,0.0011091294480355357
56,0.0010711597245368779
57,0.001036992382708195
58,0.0010061060977753526
59,0.0009780262022626013
60,0.0009526062752349013
61,0.000930161424943623
62,0.0009108283968217548
63,0.0008942834652243668
64,0.0008797123891559839
65,0.0008658073999496435
66,0.0008516420562233418
67,0.0008379635472997155
68,0.0008266630237859764
69,0.0008185559797646659
70,0.0008130875386417799
71,0.0008091028038767362
72,0.0008048480550404808
73,0.0007983752041734734
74,0.0007887810270713325
75,0.0007774382277429499
76,0.0007673225642565041
77,0.0007603121623677658
78,0.0007560506070068068
79,0.000753279341838301
80,0.0007503590254738867
81,0.0007457732378457636
82,0.0007395929966447881
83,0.0007337831135621134
84,0.0007296556459641004
85,0.0007268286051952654
86,0.0007247330521416136
87,0.0007230894159467372
88,0.0007219779488237686
89,0.0007215313520001635
90,0.0007216504336548264
91,0.0007217637194680988
92,0.0007207871591528316
93,0.0007187329350972491
94,0.000717634115594377
95,0.0007182797016604064
96,0.0007194547113830124
97,0.0007193429181773435
98,0.0007165881425865073
99,0.0007123632161795654
100,0.0007097971457634939
101,0.00070968638662345
102,0.0007103189754619199
103,0.0007095487057654384
104,0.0007068709168674103
105,0.0007047782669383736
106,0.0007054890115249943
107,0.0007079821362014092
108,0.0007102186555924373
109,0.0007108198992319579
110,0.0007098696239116859
111,0.0007080096438322408
112,0.0007058528917351028
113,0.00070399264625519
114,0.0007029222996339021
115,0.0007026053799988155
116,0.0007025252207518712
117,0.0007022284802359419
118,0.0007015956240679224
119,0.0007006938016695596
120,0.0006996225764364061
121,0.0006984554520421757
122,0.000697239640094478
123,0.000695990308977798
124,0.0006947201887917079
125,0.0006934272359714474
126,0.0006921190028777661
127,0.0006907963611445338
128,0.0006894581853294309
129,0.0006881162680859074
130,0.0006867629341813284
131,0.000685408033770305
132,0.0006840516528673196
133,0.0006827001978665112
134,0.0006813538834864061
135,0.0006800143061566734
136,0.0006786780514638606
137,0.0006773508541639585
138,0.0006760358103138627
139,0.0006747267505544028
140,0.0006734241045132391
141,0.0006721311128528171
142,0.0006708484991245085
143,0.000669576740038277
144,0.000668308727101842
