Epoch,MSE
1,0.0028885533453758038
2,0.0018209889289523813
3,0.0013456274782750988
4,0.0010873863965168915
5,0.000937742451932087
6,0.0008376642658007361
7,0.0007676711446230349
8,0.0007130653435676156
9,0.0006679692780999099
10,0.0006281893623420355
11,0.00059481916926234
12,0.0005670865471089711
13,0.0005439133609570833
14,0.000522651021964247
15,0.0005037236473051705
16,0.0004865743795419912
17,0.00047040858719892123
18,0.00045588124585848504
19,0.00044223117870575393
20,0.00042966214647772137
21,0.00041848484235013924
22,0.0004085367540063035
23,0.0003995907262466797
24,0.00039189646552741336
25,0.0003841216404233507
26,0.0003772346563357611
27,0.00037099423497677055
28,0.0003652409510080554
29,0.0003599883824767591
30,0.00035502254979346274
31,0.00035045295809425493
32,0.00034633455661438637
33,0.00034243375946591237
34,0.00033879043959873995
35,0.00033547570796787487
36,0.00033223095229794773
37,0.0003291263993025974
38,0.00032641362832362903
39,0.0003238360110052724
40,0.0003214829616393956
41,0.00031909743539861013
42,0.0003169579050152563
43,0.0003148754715415335
44,0.0003129564136097348
45,0.0003109523965402505
46,0.00030917914645971336
47,0.0003073534124954119
48,0.0003056729965095197
49,0.000304067258046633
50,0.00030249244272265543
51,0.0003010092120628578
52,0.00029954010439144026
53,0.0002980557351086335
54,0.0002966299591889012
55,0.00029537843469552665
56,0.0002942383533457477
57,0.0002933916880444864
58,0.00029251171666740003
59,0.0002915401349105202
60,0.0002908428526888489
61,0.0002902749492409268
62,0.00028961666941622506
63,0.00028915011529541363
64,0.0002891725874714466
65,0.00028878073789283585
66,0.0002896172426947533
67,0.00029021877054274156
68,0.0002922282323823626
69,0.00029410921134844143
70,0.0002977569208675552
71,0.00029971975654084066
72,0.0003042336728646113
73,0.0003059556326875984
74,0.0003102709114498148
75,0.0003095277023849091
76,0.00031400161737021734
77,0.00031155269742867394
78,0.0003148466128460527
79,0.0003092092357001564
80,0.00030982285769456946
81,0.00030266105340810045
82,0.0003025460207729116
83,0.00029493478435322533
84,0.0002953630557919105
85,0.00028930285840910776
86,0.0002898964413054683
87,0.00028557028319967114
88,0.00028638775226953847
89,0.00028310017129543617
90,0.0002843128918709164
91,0.00028208719032946783
92,0.0002834700159808363
93,0.00028138320927153783
94,0.0002826415594103659
95,0.00028151573538716764
96,0.00028340599269668037
97,0.0002820897377238941
98,0.00028377195977373926
99,0.0002831042369446141
100,0.0002854938449776292
101,0.0002848649522073191
102,0.0002871079583226951
103,0.0002863734021654607
104,0.00028862221786077314
105,0.00028787172282504795
