Epoch,MSE
1,0.004095409654981776
2,0.0034220655807594602
3,0.0029741000295732054
4,0.002597140933958745
5,0.002259469435244551
6,0.0019491920943085109
7,0.0016659863327649791
8,0.001419500561157317
9,0.0012192032301727494
10,0.001064665592817433
11,0.0009471199243315831
12,0.0008571222898121727
13,0.0007884615838697933
14,0.0007373929712620728
15,0.0007005526307010995
16,0.000674117307363787
17,0.0006545006440906623
18,0.0006391085075522499
19,0.0006263707943505211
20,0.0006154083198783485
21,0.0006057279264692822
22,0.0005970369990422655
23,0.0005891475941737283
24,0.0005819288623922501
25,0.0005752840587919454
26,0.0005691383083349384
27,0.0005634320891672374
28,0.0005581167739512386
29,0.0005531522178093032
30,0.0005485049247452934
31,0.0005441461405680129
32,0.0005400516510915392
33,0.00053620036638682
34,0.0005325741071481951
35,0.0005291567457174391
36,0.0005259342525231613
37,0.0005228941031514392
38,0.0005200250743568089
39,0.0005173169501813118
40,0.0005147605882924366
41,0.0005123475445327825
42,0.0005100701617151457
43,0.0005079210793671853
44,0.0005058937483994526
45,0.0005039817015715601
46,0.0005021791719573175
47,0.0005004803809540432
48,0.0004988802905772518
49,0.0004973731770845446
50,0.0004959550802945509
51,0.0004946200437544021
52,0.0004933652830556281
53,0.0004921841477938017
54,0.000491075947041366
55,0.0004900312634477218
56,0.0004890544924844132
57,0.00048812977068694993
58,0.00048727165511617014
59,0.00048644967003031174
60,0.00048570164086937965
61,0.0004849626003740448
62,0.0004843243931495485
63,0.0004836422482611368
64,0.0004831354990075398
65,0.00048247469393471773
66,0.00048218809243699945
67,0.0004815309631124149
68,0.00048180696868768393
69,0.00048139256381677243
70,0.0004835456340777717
71,0.0004847172535865885
72,0.0004913828874909872
73,0.0004951018727679566
74,0.000505099588854437
75,0.0005078642980867505
76,0.0005107485579449807
77,0.0005024711164245039
78,0.0004993132962284165
79,0.00049232767405474
80,0.0004933534267756322
81,0.0004900222203697605
82,0.0004922072526649397
83,0.0004904041823967921
84,0.000490748791184728
85,0.0004899849769932549
86,0.0004885877645242395
87,0.000488880998459358
88,0.0004870434236839832
89,0.0004889570902405494
90,0.0004872561776860234
91,0.0004902165110110076
92,0.00048798495504766347
93,0.0004910273928522634
94,0.0004883002443221613
95,0.0004912528575502207
96,0.000488560493409182
97,0.0004913096122308033
98,0.0004891024773178151
99,0.0004914709678959443
100,0.0004900312999717181
101,0.0004917623121425119
102,0.0004910019593709778
103,0.0004917678133629657
104,0.0004913710809606246
105,0.0004911233157104066
106,0.000490994566668111
107,0.0004900647491002008
108,0.0004903465536464629
109,0.000489098105173035
110,0.0004898627580442591
111,0.0004883551797686234
112,0.000489430053735728
113,0.00048755921273371317
114,0.0004887753647716972
115,0.0004866136693720448
116,0.000487960007244196
117,0.0004857013178299714
118,0.0004872836259586314
119,0.0004850923679630075
120,0.0004870149996093203
121,0.00048492875511883186
122,0.0004871773638663948
123,0.00048511070853709973
124,0.0004875786163164729
125,0.0004853801541286486
126,0.0004879590194335336
127,0.0004855044251292987
128,0.0004881599848132438
129,0.00048546308822256537
130,0.0004882120724455258
131,0.0004853638154632823
132,0.00048819808521889733
133,0.00048528165651012323
134,0.0004882091730397807
135,0.0004853297522330521
136,0.0004882500968272546
137,0.00048544256354365065
138,0.00048795516708928337
139,0.00048527388343417617
140,0.0004871442174417835
141,0.00048479464318667605
142,0.00048614281777272563
143,0.00048417718388844985
144,0.00048520640072772175
145,0.0004835731658600194
146,0.0004845455764730282
147,0.0004832382642920269
148,0.0004843625212475404
149,0.00048325940016667604
150,0.00048457491582164447
151,0.00048340985394770266
152,0.0004850449891491407
153,0.00048374145106416317
154,0.00048616582995515554
155,0.0004849891770808844
156,0.0004882308574560848
157,0.0004871861140990795
158,0.0004902794526721416
159,0.0004890925325258382
160,0.0004910228055773
161,0.0004895290378907657
162,0.0004901839040451216
163,0.0004888170557182252
164,0.000488596795694102
165,0.00048746060795759345
166,0.00048672843908638674
167,0.0004859178742212411
168,0.00048497468804478764
169,0.00048457303557217376
170,0.00048352404187603675
171,0.0004835405716915159
172,0.0004824277054792544
173,0.0004828470099166591
174,0.0004817045866560706
